UnitID,Institution Name,Less than one year certificate (IC2015),One but less than two years certificate (IC2015),Associate's degree (IC2015),Two but less than 4 years certificate (IC2015),Bachelor's degree (IC2015),Postbaccalaureate certificate (IC2015),Master's degree (IC2015),Post-master's certificate (IC2015),Other degree (IC2015),Total price for in-state students living on campus 2015-16 (DRVIC2015),Total price for out-of-state students living on campus 2015-16 (DRVIC2015),Total price for in-state students living off campus (not with family)  2015-16 (DRVIC2015),Total price for out-of-state students living off campus (not with family)  2015-16 (DRVIC2015),Total price for in-state students living off campus (with family)  2015-16 (DRVIC2015),Less than one year certificate (IC2014),One but less than two years certificate (IC2014),Associate's degree (IC2014),Two but less than 4 years certificate (IC2014),Bachelor's degree (IC2014),Postbaccalaureate certificate (IC2014),Master's degree (IC2014),Other degree (IC2014),Open admission policy (IC2014),Revised bachelor's degree-seeking cohort  (cohort year 2006) (GR200_14),Exclusions from bachelor's degree-seeking cohort within 150% percent of normal time (GR200_14),Adjusted bachelor's degree-seeking cohort within 150% of normal time (GR200_14),Number completed a bachelor's degree within 150% of normal time (6-years) (GR200_14),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_14),Additional exclusions from bachelor's degree-seeking cohort (GR200_14),Adjusted bachelor's degree-seeking cohort within 200% of normal time (GR200_14),Number completed a bachelor's degree between 150% and 200% of normal time (GR200_14),Number completed a bachelor's degree within 200% of normal time (8-years) (GR200_14),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_14),Still enrolled (GR200_14),Total price for in-state students living on campus 2014-15 (DRVIC2014),Total price for out-of-state students living on campus 2014-15 (DRVIC2014),Total price for in-state students living off campus (not with family)  2014-15 (DRVIC2014),Total price for out-of-state students living off campus (not with family)  2014-15 (DRVIC2014),Total price for in-state students living off campus (with family)  2014-15 (DRVIC2014),Percent admitted - total (DRVADM2014),Percent admitted - men (DRVADM2014),Percent admitted - women (DRVADM2014),Admissions yield - total (DRVADM2014),Admissions yield - men (DRVADM2014),Admissions yield - women (DRVADM2014),Admissions yield - full time (DRVADM2014),Admissions yield - full time men (DRVADM2014),Admissions yield - full time women (DRVADM2014),Admissions yield - part time (DRVADM2014),Admissions yield - part time men (DRVADM2014),Admissions yield - part time women (DRVADM2014),Secondary school GPA (ADM2014),Secondary school rank (ADM2014),Secondary school record (ADM2014),Completion of college-preparatory program (ADM2014),Recommendations (ADM2014),Formal demonstration of competencies (ADM2014),Admission test scores (ADM2014),Other Test (Wonderlic  WISC-III  etc.) (ADM2014),TOEFL (Test of English as a Foreign Language (ADM2014),Applicants total (ADM2014),Applicants men (ADM2014),Applicants women (ADM2014),Admissions total (ADM2014),Admissions men (ADM2014),Admissions women (ADM2014),Enrolled total (ADM2014),Enrolled  men (ADM2014),Enrolled  women (ADM2014),Enrolled full time total (ADM2014),Enrolled full time men (ADM2014),Enrolled full time women (ADM2014),Enrolled part time total (ADM2014),Enrolled part time men (ADM2014),Enrolled part time women (ADM2014),Number of first-time degree/certificate-seeking students submitting SAT scores (ADM2014),Percent of first-time degree/certificate-seeking students submitting SAT scores (ADM2014),Number of first-time degree/certificate-seeking students submitting ACT scores (ADM2014),Percent of first-time degree/certificate-seeking students submitting ACT scores (ADM2014),SAT Critical Reading 25th percentile score (ADM2014),SAT Critical Reading 75th percentile score (ADM2014),SAT Math 25th percentile score (ADM2014),SAT Math 75th percentile score (ADM2014),SAT Writing 25th percentile score (ADM2014),SAT Writing 75th percentile score (ADM2014),ACT Composite 25th percentile score (ADM2014),ACT Composite 75th percentile score (ADM2014),ACT English 25th percentile score (ADM2014),ACT English 75th percentile score (ADM2014),ACT Math 25th percentile score (ADM2014),ACT Math 75th percentile score (ADM2014),ACT Writing 25th percentile score (ADM2014),ACT Writing 75th percentile score (ADM2014),Response status - Admissions component (FLAGS2014),Status of admissions component when institution was migrated (FLAGS2014),Type of imputation method - Admissions component (FLAGS2014),Less than one year certificate (IC2013),One but less than two years certificate (IC2013),Associate's degree (IC2013),Two but less than 4 years certificate (IC2013),Bachelor's degree (IC2013),Postbaccalaureate certificate (IC2013),Master's degree (IC2013),Revised bachelor's degree-seeking cohort  (cohort year 2005) (GR200_13_RV),Exclusions from bachelor's degree-seeking cohort within 150% percent of normal time (GR200_13_RV),Adjusted bachelor's degree-seeking cohort within 150% of normal time (GR200_13_RV),Number completed a bachelor's degree within 150% of normal time (6-years) (GR200_13_RV),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_13_RV),Additional exclusions from bachelor's degree-seeking cohort (GR200_13_RV),Adjusted bachelor's degree-seeking cohort within 200% of normal time (GR200_13_RV),Number completed a bachelor's degree between 150% and 200% of normal time (GR200_13_RV),Number completed a bachelor's degree within 200% of normal time (8-years) (GR200_13_RV),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_13_RV),Still enrolled (GR200_13_RV),Total price for in-state students living on campus 2013-14 (DRVIC2013_RV),Total price for out-of-state students living on campus 2013-14 (DRVIC2013_RV),Total price for in-state students living off campus (not with family)  2013-14 (DRVIC2013_RV),Total price for out-of-state students living off campus (not with family)  2013-14 (DRVIC2013_RV),Total price for in-state students living off campus (with family)  2013-14 (DRVIC2013_RV),Percent admitted - total (DRVIC2013_RV),Percent admitted - men (DRVIC2013_RV),Percent admitted - women (DRVIC2013_RV),Admissions yield - total (DRVIC2013_RV),Admissions yield - men (DRVIC2013_RV),Admissions yield - women (DRVIC2013_RV),Admissions yield - full time (DRVIC2013_RV),Admissions yield - full time men (DRVIC2013_RV),Admissions yield - full time women (DRVIC2013_RV),Admissions yield - part time (DRVIC2013_RV),Admissions yield - part time men (DRVIC2013_RV),Admissions yield - part time women (DRVIC2013_RV),Open admission policy (IC2013_RV),Secondary school GPA (IC2013_RV),Secondary school rank (IC2013_RV),Secondary school record (IC2013_RV),Completion of college-preparatory program (IC2013_RV),Recommendations (IC2013_RV),Formal demonstration of competencies (IC2013_RV),Admission test scores (IC2013_RV),Other Test (Wonderlic  WISC-III  etc.) (IC2013_RV),TOEFL (Test of English as a Foreign Language (IC2013_RV),Fall reporting period for applicant and admissions (IC2013_RV),Applicants total (IC2013_RV),Applicants men (IC2013_RV),Applicants women (IC2013_RV),Admissions total (IC2013_RV),Admissions men (IC2013_RV),Admissions women (IC2013_RV),Enrolled total (IC2013_RV),Enrolled  men (IC2013_RV),Enrolled  women (IC2013_RV),Enrolled full time total (IC2013_RV),Enrolled full time men (IC2013_RV),Enrolled full time women (IC2013_RV),Enrolled part time total (IC2013_RV),Enrolled part time men (IC2013_RV),Enrolled part time women (IC2013_RV),Fall reporting period for SAT/ACT test scores (IC2013_RV),Number of first-time degree/certificate-seeking students submitting SAT scores (IC2013_RV),Percent of first-time degree/certificate-seeking students submitting SAT scores (IC2013_RV),Number of first-time degree/certificate-seeking students submitting ACT scores (IC2013_RV),Percent of first-time degree/certificate-seeking students submitting ACT scores (IC2013_RV),SAT Critical Reading 25th percentile score (IC2013_RV),SAT Critical Reading 75th percentile score (IC2013_RV),SAT Math 25th percentile score (IC2013_RV),SAT Math 75th percentile score (IC2013_RV),SAT Writing 25th percentile score (IC2013_RV),SAT Writing 75th percentile score (IC2013_RV),ACT Composite 25th percentile score (IC2013_RV),ACT Composite 75th percentile score (IC2013_RV),ACT English 25th percentile score (IC2013_RV),ACT English 75th percentile score (IC2013_RV),ACT Math 25th percentile score (IC2013_RV),ACT Math 75th percentile score (IC2013_RV),ACT Writing 25th percentile score (IC2013_RV),ACT Writing 75th percentile score (IC2013_RV),Revised bachelor's degree-seeking cohort  (cohort year 2004) (GR200_12_RV),Exclusions from bachelor's degree-seeking cohort within 150% percent of normal time (GR200_12_RV),Adjusted bachelor's degree-seeking cohort within 150% of normal time (GR200_12_RV),Number completed a bachelor's degree within 150% of normal time (6-years) (GR200_12_RV),Graduation rate - bachelor's degree within 150% of normal time (6-years) (GR200_12_RV),Additional exclusions from bachelor's degree-seeking cohort (GR200_12_RV),Adjusted bachelor's degree-seeking cohort within 200% of normal time (GR200_12_RV),Number completed a bachelor's degree between 150% and 200% of normal time (GR200_12_RV),Number completed a bachelor's degree within 200% of normal time (8-years) (GR200_12_RV),Graduation rate - bachelor's degree within 200% of normal time (8-years) (GR200_12_RV),Still enrolled (GR200_12_RV),Percent admitted - total (DRVIC2012_RV),Percent admitted - men (DRVIC2012_RV),Percent admitted - women (DRVIC2012_RV),Admissions yield - total (DRVIC2012_RV),Admissions yield - men (DRVIC2012_RV),Admissions yield - women (DRVIC2012_RV),Admissions yield - full time (DRVIC2012_RV),Admissions yield - full time men (DRVIC2012_RV),Admissions yield - full time women (DRVIC2012_RV),Admissions yield - part time (DRVIC2012_RV),Admissions yield - part time men (DRVIC2012_RV),Admissions yield - part time women (DRVIC2012_RV),Open admission policy (IC2012_RV),Secondary school GPA (IC2012_RV),Secondary school rank (IC2012_RV),Secondary school record (IC2012_RV),Completion of college-preparatory program (IC2012_RV),Recommendations (IC2012_RV),Formal demonstration of competencies (IC2012_RV),Admission test scores (IC2012_RV),Other Test (Wonderlic  WISC-III  etc.) (IC2012_RV),TOEFL (Test of English as a Foreign Language (IC2012_RV),Fall reporting period for applicant and admissions (IC2012_RV),Applicants total (IC2012_RV),Applicants men (IC2012_RV),Applicants women (IC2012_RV),Admissions total (IC2012_RV),Admissions men (IC2012_RV),Admissions women (IC2012_RV),Enrolled total (IC2012_RV),Enrolled  men (IC2012_RV),Enrolled  women (IC2012_RV),Enrolled full time total (IC2012_RV),Enrolled full time men (IC2012_RV),Enrolled full time women (IC2012_RV),Enrolled part time total (IC2012_RV),Enrolled part time men (IC2012_RV),Enrolled part time women (IC2012_RV),Fall reporting period for SAT/ACT test scores (IC2012_RV),Number of first-time degree/certificate-seeking students submitting SAT scores (IC2012_RV),Percent of first-time degree/certificate-seeking students submitting SAT scores (IC2012_RV),Number of first-time degree/certificate-seeking students submitting ACT scores (IC2012_RV),Percent of first-time degree/certificate-seeking students submitting ACT scores (IC2012_RV),SAT Critical Reading 25th percentile score (IC2012_RV),SAT Critical Reading 75th percentile score (IC2012_RV),SAT Math 25th percentile score (IC2012_RV),SAT Math 75th percentile score (IC2012_RV),SAT Writing 25th percentile score (IC2012_RV),SAT Writing 75th percentile score (IC2012_RV),ACT Composite 25th percentile score (IC2012_RV),ACT Composite 75th percentile score (IC2012_RV),ACT English 25th percentile score (IC2012_RV),ACT English 75th percentile score (IC2012_RV),ACT Math 25th percentile score (IC2012_RV),ACT Math 75th percentile score (IC2012_RV),ACT Writing 25th percentile score (IC2012_RV),ACT Writing 75th percentile score (IC2012_RV),
199193,North Carolina State University at Raleigh,0,0,1,0,1,1,1,0,0,22398,38749,22398,38749,12087,0,0,1,0,1,1,1,0,2,4535,1,4534,3231,71,0,4534,90,3321,73,54,22954,38209,22954,38209,16710,52,50,54,43,47,39,43,47,39,0,0,0,2,2,1,1,3,3,1,4,1,20443,10757,9686,10548,5338,5210,4499,2489,2010,4493,2485,2008,6,4,2,2864,64,1902,42,560,650,600,680,540,630,26,30,25,30,25,30,7,8,1,8,-2,0,0,1,0,1,1,1,4243,1,4242,3072,72,0,4242,86,3158,74,46,22184,35639,22184,35639,16150,50,49,51,42,45,39,42,45,39,0,0,0,2,2,2,1,1,3,3,1,4,1,1,20700,10837,9863,10353,5322,5031,4398,2419,1979,4389,2411,1978,9,8,1,1,3323,76,819,19,550,640,590,670,520,620,25,30,24,30,25,30,7,8,3835,4,3831,2779,73,0,3831,96,2875,75,30,53,50,55,44,49,40,44,49,40,0,0,0,2,2,2,1,1,3,3,1,4,1,1,20103,10587,9516,10577,5346,5231,4697,2606,2091,4681,2598,2083,16,8,8,1,4370,93,1206,26,530,620,560,660,510,610,23,28,22,28,24,29,,,
199120,University of North Carolina at Chapel Hill,0,1,0,0,1,1,1,1,0,24349,49431,24349,49431,13447,0,1,0,0,1,1,1,0,2,3800,4,3796,3392,89,0,3796,38,3430,90,13,25650,50732,25650,50732,15058,28,29,28,45,45,45,45,45,45,0,0,0,1,2,1,1,1,3,1,3,1,31332,12776,18556,8929,3756,5173,3976,1672,2304,3976,1672,2304,0,0,0,2386,60,1692,43,600,700,620,720,590,700,28,32,28,34,27,32,8,9,1,8,-2,0,1,0,0,1,1,1,3749,2,3747,3334,89,0,3747,29,3363,90,10,24024,45806,24024,45806,14016,28,28,27,50,49,50,50,49,50,0,0,0,2,1,2,1,1,1,3,1,3,1,1,28437,11636,16801,7847,3294,4553,3915,1616,2299,3914,1616,2298,1,0,1,1,3035,78,934,24,590,700,610,710,580,690,28,32,28,34,27,33,8,9,3589,5,3584,3158,88,0,3584,38,3196,89,10,33,35,32,54,55,53,54,55,53,0,0,0,2,1,2,1,1,1,3,1,3,1,1,22652,8854,13798,7469,3093,4376,4026,1698,2328,4025,1697,2328,1,1,0,1,3777,94,1423,35,590,700,610,700,590,690,27,32,26,33,26,32,8,9,
